Geneid	Chr	Start	End	Strand	Length	SYMBOL
ENSG00000166148	12;12;12	63539014;63540977;63543647	63539166;63541425;63544722	-;-;-	1678	AVPR1A
ENSG00000166173	15;15;15;15;15	71123863;71128634;71143766;71145686;71146228	71125455;71128844;71144671;71145864;71146498	-;-;-;-;-	3160	LARP6
ENSG00000166250	11;11;11;11;11;11;11	122943035;122945410;122953790;122954388;122955220;122968503;123065621	122944482;122945558;122953915;122954555;122955422;122968674;123065989	-;-;-;-;-;-;-	2635	CLMP
ENSG00000166292	17;17;17;17;17;17	53796988;53798824;53799917;53800287;53805162;53809032	53798496;53799179;53800225;53800385;53805343;53809482	-;-;-;-;-;-	2906	TMEM100
ENSG00000166396	18;18;18;18;18;18;18;18;18;18;18	61420169;61442644;61445011;61445211;61449589;61459627;61460395;61463500;61465838;61468100;61471471	61420354;61442950;61445059;61445368;61449774;61459677;61460511;61463617;61465980;61468246;61472604	+;+;+;+;+;+;+;+;+;+;+	2596	SERPINB7
ENSG00000166428	14;14;14;14;14;14;14;14;14;14	105391153;105393440;105394010;105395086;105395644;105396315;105396958;105398085;105398349;105399102	105391327;105393567;105394203;105395381;105395764;105396442;105397279;105398224;105398692;105399574	+;+;+;+;+;+;+;+;+;+	2321	PLD4
ENSG00000166501	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16	23847322;23848544;23880435;23999829;24043301;24046740;24104111;24105484;24122395;24124294;24135156;24163006;24166005;24183497;24185537;24192111;24196432;24196781;24202411;24225979	23847669;23848727;23880647;23999911;24043568;24046868;24104268;24105618;24122642;24124390;24135302;24163176;24166178;24183682;24186251;24192249;24196512;24196888;24202909;24231932	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10037	PRKCB
ENSG00000166523	12;12;12;12;12;12	8685901;8688686;8689711;8691550;8692451;8693357	8687405;8688801;8689862;8691902;8692543;8693559	-;-;-;-;-;-	2422	CLEC4E
ENSG00000166527	12;12;12;12;12;12;12	8662071;8666136;8667832;8670760;8671605;8672822;8673720	8662147;8666356;8667924;8670870;8671756;8672937;8674962	+;+;+;+;+;+;+	2013	CLEC4D
ENSG00000166575	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	86748886;86778736;86782559;86802404;86868383;86889499;86947680;86988195;87006824;87013338;87016978;87020547;87024467;87025513;87029177;87030109;87032243	86749228;86778863;86782657;86802437;86868927;86890366;86947726;86988490;87006865;87013484;87017047;87020714;87024530;87025589;87029277;87030419;87034800	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5898	TMEM135
ENSG00000166741	11;11;11;11;11;11;11	114128509;114133570;114141040;114166547;114168085;114168673;114182767	114128600;114133656;114141239;114167432;114168120;114169049;114184007	+;+;+;+;+;+;+	2919	NNMT
ENSG00000166819	15;15;15;15;15;15;15;15;15	90207596;90210167;90210833;90212731;90213211;90214713;90216441;90219857;90222482	90209173;90210412;90211024;90212903;90213475;90214795;90216645;90220734;90222658	-;-;-;-;-;-;-;-;-	3797	PLIN1
ENSG00000166920	15;15;15;15;15	45722727;45723199;45724270;45725146;45740747	45723030;45723523;45724330;45725647;45740959	+;+;+;+;+	1405	C15orf48
ENSG00000166923	15;15	33010175;33022891	33010362;33026870	+;+	4168	GREM1
ENSG00000166927	11;11;11;11;11;11;11	60145955;60150602;60152561;60153973;60156509;60160158;60161260	60146137;60151139;60152695;60154247;60157458;60160259;60163424	+;+;+;+;+;+;+	4348	MS4A7
ENSG00000166928	11;11;11;11;11;11;11;11	60146003;60163775;60165325;60167877;60170385;60172019;60173362;60182910	60146137;60164189;60165644;60167927;60170641;60172139;60173460;60185161	+;+;+;+;+;+;+;+	3650	MS4A14
ENSG00000166947	15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15	43398423;43398666;43401117;43423166;43471991;43487571;43494042;43495313;43498190;43499397;43500428;43500835;43501472;43502533;43503614;43507293;43508466;43512924	43398493;43398735;43401168;43423340;43472136;43489662;43494175;43495473;43498827;43499639;43500531;43500973;43501818;43502637;43503732;43507526;43508651;43513481	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5574	EPB42
ENSG00000167191	16;16;16;16;16;16;16;16;16	19868616;19873159;19883138;19886054;19892292;19893454;19896049;19896525;19897248	19871866;19873662;19884168;19886120;19892315;19893682;19896239;19897049;19897489	-;-;-;-;-;-;-;-;-	6064	GPRC5B
ENSG00000167207	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16	50727514;50730251;50731050;50733399;50741766;50743855;50744469;50750498;50750802;50753836;50756533;50757212;50759400;50763729;50765658	50727573;50730391;50731950;50733865;50741871;50743927;50746548;50750581;50750885;50753919;50756616;50757295;50759483;50763812;50766988	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5747	NOD2
ENSG00000167236	17;17;17;17	34340096;34340672;34341374;34344859	34340348;34340949;34341433;34345005	-;-;-;-	738	CCL23
ENSG00000167244	11;11;11;11;11;11;11;11;11	2150342;2154747;2156597;2158418;2159459;2161365;2162087;2168796;2170356	2154453;2154904;2156759;2158535;2160619;2161529;2162468;2169037;2170833	-;-;-;-;-;-;-;-;-	6979	IGF2
ENSG00000167286	11;11;11;11;11;11	118209669;118210166;118210490;118211090;118211585;118213268	118209942;118210209;118210621;118211308;118211652;118213459	-;-;-;-;-;-	929	CD3D
ENSG00000167434	17;17;17;17;17;17;17;17;17;17	58227297;58228803;58232675;58233921;58234788;58235051;58235350;58235644;58236591;58247912	58227453;58228890;58232728;58234313;58234933;58235149;58235488;58236325;58236907;58248260	+;+;+;+;+;+;+;+;+;+	2424	CA4
ENSG00000167483	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	17634110;17638047;17641564;17643072;17644288;17648185;17649959;17650156;17650412;17650962;17652945;17654126;17656032;17660253;17662595	17634268;17638204;17641694;17643197;17644510;17648352;17650074;17650260;17650574;17651391;17653103;17654818;17657606;17660620;17664648	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6628	FAM129C
ENSG00000167588	12;12;12;12;12;12;12;12;12;12	50497602;50498130;50498357;50498929;50500071;50500588;50501256;50501350;50501807;50503206	50497874;50498241;50498534;50499825;50500209;50500700;50501296;50501583;50501913;50505102	+;+;+;+;+;+;+;+;+;+	3991	GPD1
ENSG00000167617	19;19;19	54976210;54982727;54984211	54976731;54982906;54984411	-;-;-	903	CDC42EP5
ENSG00000167633	19;19;19;19;19;19;19;19;19;19;19;19;19	55235969;55327923;55328989;55329770;55331168;55333020;55336483;55340816;55341383;55341554;55377260;55377825;55377977	55236035;55327989;55329024;55330054;55331467;55333313;55336533;55340920;55341435;55342233;55377364;55377877;55378448	+;+;+;+;+;+;+;+;+;+;+;+;+	2568	KIR3DL1
ENSG00000167634	19;19;19;19;19;19;19;19;19;19;19;19;19	55434877;55438973;55441867;55444937;55445857;55447629;55449412;55450256;55452299;55452803;55458837;55459000;55477408	55435240;55439143;55442034;55445107;55446027;55447799;55449609;55451834;55452373;55453120;55458873;55459217;55477680	-;-;-;-;-;-;-;-;-;-;-;-;-	3914	NLRP7
ENSG00000167641	19;19;19;19	38741877;38742505;38743534;38746779	38742086;38742978;38743897;38747231	-;-;-;-	1501	PPP1R14A
ENSG00000167644	19;19;19	38794801;38795205;38795485	38795130;38795326;38795649	+;+;+	617	C19orf33
ENSG00000167656	8;8	143866296;143867881	143867720;143868008	-;-	1553	LY6D
ENSG00000167676	19;19;19;19;19;19	4502204;4504873;4508780;4510458;4516629;4517566	4504797;4504959;4508967;4513716;4516690;4517716	-;-;-;-;-;-	6341	PLIN4
ENSG00000167767	12;12;12;12;12;12;12;12	52562780;52565442;52565982;52566822;52567384;52574297;52579163;52585387	52565341;52565497;52566202;52566947;52567548;52574747;52579533;52585784	-;-;-;-;-;-;-;-	4350	KRT80
ENSG00000167768	12;12;12;12;12;12;12;12;12	53068520;53069494;53070059;53070843;53071100;53071434;53071947;53072326;53073542	53069401;53069528;53070279;53070968;53071301;53071529;53072007;53072540;53074191	-;-;-;-;-;-;-;-;-	2488	KRT1
ENSG00000167851	17;17;17;17;17;17;17;17	72462555;72463001;72466085;72469675;72470671;72473575;72477428;72480140	72462882;72463132;72466381;72470013;72470824;72473669;72477972;72480933	+;+;+;+;+;+;+;+	2684	CD300A
ENSG00000167895	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	76126851;76127362;76127963;76128440;76128869;76129487;76129934;76130475;76130949;76132701;76133316;76134086;76134430;76134631;76135243;76136915	76126968;76127818;76128295;76128589;76128951;76129623;76130081;76130645;76131090;76133128;76133895;76134269;76134560;76134813;76135321;76139049	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5459	TMC8
ENSG00000167984	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16	3589033;3592191;3592692;3593425;3594246;3598135;3598670;3599142;3599697;3600414;3602196;3604243;3605782;3606912;3607594;3611703;3612901;3614860;3615320;3617202;3627150	3591915;3592274;3592775;3593508;3594329;3598218;3598753;3599225;3599780;3600497;3602280;3604326;3605917;3606995;3607677;3611789;3614786;3615113;3615381;3617386;3627401	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6838	NLRC3
ENSG00000168010	11;11;11;11;11;11;11;11;11;11;11;11;11;11;11	72525353;72526932;72527773;72528801;72531182;72532244;72532933;72533367;72536347;72537218;72537563;72539404;72539928;72540348;72553662	72525608;72527394;72527872;72530060;72531383;72532786;72533340;72535887;72536452;72537288;72538338;72539821;72540029;72540680;72554719	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8617	ATG16L2
ENSG00000168078	8;8;8;8;8;8;8;8	27667137;27668475;27678082;27679836;27680580;27685622;27690559;27695169	27668018;27668684;27678211;27680005;27680722;27685715;27690650;27695612	-;-;-;-;-;-;-;-	2165	PBK
ENSG00000168081	8;8;8;8;8;8	28174503;28174649;28186652;28196165;28196557;28200459	28174570;28174833;28186800;28196305;28197725;28200872	+;+;+;+;+;+	2126	PNOC
ENSG00000168143	6;6;6;6;6	54711569;54734985;54791169;54792306;54804504	54711624;54735488;54791333;54792430;54806820	+;+;+;+;+	3167	FAM83B
ENSG00000168229	14;14;14	52734431;52736169;52741449	52735378;52736259;52743442	+;+;+	3033	PTGDR
ENSG00000168329	3;3;3;3;3	39304985;39321445;39321740;39322534;39323100	39308009;39321525;39321930;39322764;39323226	-;-;-;-;-	3655	CX3CR1
ENSG00000168421	4;4;4;4;4;4;4;4;4;4;4;4	40192673;40194587;40195283;40198527;40201964;40207313;40211083;40214284;40219663;40236797;40241748;40244334	40192958;40194743;40195432;40198920;40202185;40207452;40211289;40214411;40219918;40236978;40241965;40248587	+;+;+;+;+;+;+;+;+;+;+;+	6594	RHOH
ENSG00000168497	2;2	192699028;192711169	192701443;192711981	-;-	3229	SDPR
ENSG00000168542	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	189839046;189849486;189850391;189851785;189852807;189853316;189854122;189854822;189855033;189855730;189856213;189856395;189856910;189857613;189858087;189858764;189858960;189859267;189859450;189859772;189860418;189860851;189861124;189861891;189862062;189862426;189862992;189863400;189864011;189864196;189864568;189866123;189866262;189867024;189867681;189868137;189868460;189868708;189868983;189870076;189870351;189870932;189871071;189871663;189872226;189872611;189872761;189873028;189874904;189876354	189839294;189849973;189850504;189851865;189852860;189853369;189854175;189854875;189855086;189855783;189856257;189856448;189856954;189857666;189858185;189858808;189859058;189859320;189859557;189859825;189860516;189860904;189861222;189861944;189862115;189862479;189863045;189863444;189864109;189864303;189864621;189866176;189866315;189867077;189867788;189868190;189868643;189868869;189869090;189870183;189870355;189870985;189871178;189871716;189872333;189872664;189872868;189873947;189875616;189877472	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6816	COL3A1
ENSG00000168679	1;1;1;1;1;1;1;1;1;1	110905470;110917658;110919572;110921475;110922419;110923604;110924274;110925456;110931859;110933487	110906535;110918173;110919783;110921978;110922511;110923765;110924417;110925588;110931977;110933704	-;-;-;-;-;-;-;-;-;-	3167	SLC16A4
ENSG00000168685	5;5;5;5;5;5;5;5;5;5;5	35852797;35856134;35856397;35856951;35860954;35867408;35871158;35873303;35874551;35875516;35876085	35853040;35856271;35856789;35857161;35861092;35867712;35871315;35873750;35874644;35875824;35879705	+;+;+;+;+;+;+;+;+;+;+	6060	IL7R
ENSG00000168792	17;17	27887565;27893104	27890104;27894155	-;-	3592	ABHD15
ENSG00000168913	9;9	34521038;34522775	34521854;34523039	-;-	1082	ENHO
ENSG00000168938	5;5;5;5	122358945;122361479;122364188;122372204	122359698;122361663;122365113;122372436	-;-;-;-	2098	PPIC
ENSG00000168955	2;2;2;2;2	228226872;228230809;228235631;228243802;228246305	228228728;228230960;228235696;228244076;228246711	-;-;-;-;-	2757	TM4SF20
ENSG00000169031	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	228029281;228102684;228104859;228109036;228109667;228110670;228111401;228112274;228113159;228115856;228116052;228118012;228118277;228118828;228119372;228120742;228121059;228122319;228124509;228125798;228128496;228131133;228131709;228134626;228135486;228137665;228141101;228142165;228144509;228145156;228145609;228147081;228148483;228148927;228153866;228154715;228155463;228157907;228158459;228159206;228159680;228159985;228161015;228162390;228163398;228167754;228168575;228168735;228169701;228172426;228173615;228173920;228175492;228176502	228029529;228102740;228104948;228109080;228109711;228110732;228111454;228112300;228113236;228115918;228116087;228118053;228118354;228118890;228119431;228120786;228121112;228122360;228124593;228125833;228128660;228131225;228131804;228134696;228135668;228137833;228141193;228142269;228144606;228145306;228145722;228147248;228148572;228149061;228153964;228154804;228155755;228158033;228158920;228159286;228159778;228160032;228161242;228162575;228163528;228167826;228168646;228169044;228169799;228172635;228173792;228174034;228175664;228179508	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9124	COL4A3
ENSG00000169271	5	53751445	53752207	+	763	HSPB3
ENSG00000169282	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	155755490;155836000;155838337;155860751;155991342;156008826;156099931;156139405;156170688;156173782;156174713;156174999;156175242;156177616;156177977;156181491;156183432;156192439;156232153;156232889;156234059;156241616;156249198;156254447	155755534;155836128;155838675;155861209;155991465;156009917;156099997;156139448;156171049;156173909;156174832;156175147;156175321;156177660;156178336;156181535;156183475;156192609;156232238;156233009;156234153;156241736;156249286;156256545	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6414	KCNAB1
ENSG00000169313	3;3;3	151055168;151058384;151102480	151056647;151058641;151102600	-;-;-	1859	P2RY12
ENSG00000169385	14;14	21423611;21423926	21423695;21424595	+;+	755	RNASE2
ENSG00000169397	14;14	21359558;21359841	21359610;21360507	+;+	720	RNASE3
ENSG00000169413	14;14	21249210;21249854	21249497;21250626	+;+	1061	RNASE6
ENSG00000169432	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	167051695;167060465;167060870;167083077;167084180;167085201;167089850;167094604;167099012;167108275;167128909;167133493;167134650;167136867;167138189;167140963;167142846;167144947;167149741;167151109;167159129;167160541;167160748;167162302;167163020;167163466;167168009;167232207	167056374;167060735;167060974;167083214;167084233;167085482;167089972;167094777;167099166;167108395;167129385;167133849;167134823;167137105;167138318;167141334;167143133;167145153;167149882;167151172;167159812;167160632;167160839;167162430;167163113;167163584;167168316;167232503	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10368	SCN9A
ENSG00000169439	8;8;8;8;8;8;8;8;8;8;8	97505579;97541421;97549528;97550924;97592577;97597173;97598615;97605708;97614623;97620563;97621613	97506563;97541499;97549653;97551044;97592796;97597241;97598772;97605819;97614756;97620698;97624000	+;+;+;+;+;+;+;+;+;+;+	4528	SDC2
ENSG00000169442	1;1;1	26644448;26645019;26646662	26644562;26645485;26647014	+;+;+	935	CD52
ENSG00000169469	1;1	153003678;153004803	153003723;153005376	+;+	620	SPRR1B
ENSG00000169474	1;1	152956557;152957688	152956601;152958289	+;+	647	SPRR1A
ENSG00000169495	8;8;8;8;8;8;8;8;8	38831683;38832550;38834054;38835472;38836734;38839172;38840017;38840472;38845455	38832248;38832649;38834258;38835666;38836766;38839286;38840074;38840567;38846181	+;+;+;+;+;+;+;+;+	2095	HTRA4
ENSG00000169508	13;13	99946784;99959594	99948417;99959659	-;-	1700	GPR183
ENSG00000169509	1;1	152486978;152487838	152487028;152488486	+;+	700	CRCT1
ENSG00000169554	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	145141648;145153979;145155868;145158766;145161483;145162403;145182359;145184372;145188105;145219750;145221733;145255275;145262008;145268956;145274025;145274845;145275701;145275860;145277506;145281954	145147595;145154159;145157837;145158874;145161697;145162940;145182434;145187593;145188137;145219904;145221909;145255331;145262200;145271364;145274328;145275572;145275828;145276013;145278621;145282147	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	17907	ZEB2
ENSG00000169583	9;9;9;9	139889087;139889382;139889894;139890963	139889291;139889744;139890209;139891255	-;-;-;-	1177	CLIC3
ENSG00000169604	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	69240310;69267176;69271874;69297779;69298886;69300154;69302722;69304362;69317778;69329974;69350149;69351697;69362127;69372458;69379301;69397380;69399499;69408918;69409625;69420467;69472357	69240783;69267247;69271945;69297860;69298919;69300233;69302790;69304620;69318051;69330564;69350218;69351775;69362301;69373533;69379396;69397421;69399690;69409013;69409792;69420547;69476459	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8185	ANTXR1
ENSG00000169679	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	111395275;111397319;111398611;111398884;111399219;111399691;111400026;111406394;111408123;111411013;111413316;111414613;111415123;111415987;111416191;111417555;111418445;111423539;111425098;111425374;111427030;111428102;111430238;111431663;111431883;111432504;111434110;111435547	111395736;111397425;111398782;111399041;111399380;111399811;111400367;111406954;111408361;111411100;111413493;111414694;111415222;111416097;111416319;111417613;111419566;111423991;111425282;111425426;111427130;111428145;111430434;111431801;111431942;111432874;111434200;111435691	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6032	BUB1
ENSG00000169877	16;16;16;16	31539185;31539298;31539457;31539779	31539283;31539335;31539535;31540124	+;+;+;+	562	AHSP
ENSG00000169896	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16	31271311;31273013;31276716;31277132;31277351;31282275;31283168;31284686;31286870;31287992;31288241;31289288;31308835;31309063;31332562;31332785;31335720;31335972;31336279;31336584;31336821;31338177;31339358;31340323;31341119;31341402;31341629;31341825;31342486;31342957	31271413;31273118;31276819;31277202;31277468;31282405;31283313;31285005;31287020;31288065;31288370;31289430;31308975;31309275;31332692;31332948;31335874;31336103;31336352;31336725;31336943;31338289;31339551;31340624;31341373;31341485;31341742;31341926;31342857;31344213	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5665	ITGAM
ENSG00000169908	3;3;3	149086809;149093230;149095158	149089654;149093556;149095652	-;-;-	3668	TM4SF1
ENSG00000170006	4;4;4;4;4;4;4;4	153539784;153562080;153564240;153565567;153567710;153573690;153573819;153601022	153549713;153562577;153564325;153565594;153568144;153573728;153574079;153601317	-;-;-;-;-;-;-;-	11573	TMEM154
ENSG00000170180	4;4;4;4;4;4;4;4	145030457;145035842;145038007;145039717;145040516;145041643;145059314;145061752	145032563;145036058;145038092;145039905;145040934;145041741;145059396;145061904	-;-;-;-;-;-;-;-	3353	GYPA
ENSG00000170271	5;5;5;5;5;5;5;5;5;5;5;5	154198051;154202030;154202868;154209887;154214185;154214403;154215703;154217691;154218123;154230043;154238176;154238736	154200986;154202137;154204268;154210858;154214288;154214834;154215882;154217738;154218499;154230466;154238338;154238812	-;-;-;-;-;-;-;-;-;-;-;-	7222	FAXDC2
ENSG00000170312	10;10;10;10;10;10;10;10;10	62538089;62539899;62543252;62544463;62545422;62547429;62551648;62551906;62553635	62538426;62539960;62543351;62544619;62546827;62547992;62551811;62552047;62554610	+;+;+;+;+;+;+;+;+	3909	CDK1
ENSG00000170323	8;8;8;8	82390654;82391649;82392661;82395330	82391150;82392205;82392833;82395498	-;-;-;-	1396	FABP4
ENSG00000170370	10;10;10;10	119301955;119304377;119305143;119307576	119303184;119304741;119305327;119309056	+;+;+;+	3261	EMX2
ENSG00000170458	5;5	140011313;140012654	140012565;140013286	-;-	1886	CD14
ENSG00000170476	5;5	138723169;138724150	138723820;138725770	-;-	2273	MZB1
ENSG00000170558	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	25530930;25543321;25562908;25564964;25565492;25568488;25570061;25572619;25573464;25582961;25585813;25589681;25591810;25593647;25616434;25625375;25677027;25727637;25739113;25756927	25532323;25543485;25563047;25565197;25565725;25568630;25570314;25572804;25573601;25583133;25585957;25589836;25591956;25593873;25616549;25625560;25677193;25727748;25739261;25757410	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4950	CDH2
ENSG00000170786	8;8;8;8;8;8;8;8	57212569;57216497;57218156;57219235;57221487;57224716;57228574;57232618	57214132;57216643;57218281;57219379;57221586;57224847;57228920;57233335	-;-;-;-;-;-;-;-	3279	SDR16C5
ENSG00000170837	3	71803201	71805647	+	2447	GPR27
ENSG00000170961	8;8;8;8	122624356;122629345;122640954;122653093	122627278;122629446;122641580;122653630	-;-;-;-	4190	HAS2
ENSG00000171049	19;19;19;19;19;19;19	52255279;52263285;52264104;52265670;52266013;52271631;52271898	52255540;52263428;52264483;52265788;52266770;52271785;52273779	+;+;+;+;+;+;+	3700	FPR2
ENSG00000171051	19;19;19;19;19;19	52248425;52253456;52253909;52255067;52280898;52307046	52250258;52253506;52254064;52255162;52281036;52307363	-;-;-;-;-;-	2594	FPR1
ENSG00000171056	8;8;8;8;8;8;8	10581278;10587706;10683662;10689175;10690402;10692176;10697248	10584176;10588022;10683754;10689253;10690494;10692285;10697357	-;-;-;-;-;-;-	3701	SOX7
ENSG00000171227	2;2;2;2;2	120187477;120187620;120189445;120189666;120194465	120187559;120187979;120189500;120189826;120196096	+;+;+;+;+	2292	TMEM37
ENSG00000171246	17;17;17;17;17;17	78440948;78445532;78447000;78449311;78449803;78451411	78444834;78445711;78448498;78449612;78450404;78451643	-;-;-;-;-;-	6703	NPTX1
ENSG00000171345	17;17;17;17	39679869;39680631;39681095;39684080	39680520;39681003;39681924;39684560	-;-;-;-	2336	KRT19
ENSG00000171346	17;17;17;17;17;17	39669995;39672137;39672356;39673060;39673589;39674582	39671944;39672262;39672517;39673417;39673861;39678781	-;-;-;-;-;-	7069	KRT15
ENSG00000171365	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	49687225;49688013;49689781;49806925;49832231;49834156;49834534;49837144;49840450;49845251;49846298;49850637;49850985;49853355;49854773;49855327;49856786	49687402;49688350;49689924;49807150;49832415;49834399;49834685;49837243;49840637;49845373;49846504;49850717;49851527;49853541;49855171;49855543;49863892	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10619	CLCN5
ENSG00000171451	18;18	65173819;65183598	65182729;65184217	-;-	9531	DSEL
ENSG00000171476	4;4;4;4;4;4;4	57514155;57522023;57523941;57525318;57538821;57542665;57544924	57517368;57522691;57524072;57525704;57538967;57542732;57548065	-;-;-;-;-;-;-	7759	HOPX
ENSG00000171502	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	86194916;86200432;86201829;86203079;86210349;86211124;86227079;86227214;86241357;86246903;86249179;86249796;86249942;86252037;86282471;86283717;86289219;86289368;86304268;86306905;86307751;86308023;86313348;86315036;86334202;86334465;86340332;86340960;86342805;86355243;86361541;86361704;86362039;86372877;86374281;86375633;86377063;86426441;86426932;86430692;86435910;86437023;86453284;86482834;86487923;86488221;86488516;86488637;86497561;86499553;86512508;86515807;86523614;86524804;86529398;86554857;86557950;86578250;86581008;86590528;86611802;86619756;86622024;86622580	86196375;86200647;86202242;86203188;86210517;86211189;86227105;86227249;86241392;86246956;86249241;86249849;86250049;86252144;86282578;86283770;86289272;86289421;86304321;86306961;86307804;86308076;86313455;86315089;86334309;86334518;86340385;86341013;86342858;86355296;86361585;86361748;86362092;86372930;86374334;86375686;86377116;86426563;86426976;86430745;86435954;86437076;86453337;86482887;86487976;86488274;86488560;86488690;86497605;86499606;86512552;86515860;86523658;86524857;86529442;86554910;86558003;86578303;86581061;86591897;86611866;86621905;86622455;86622626	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9568	COL24A1
ENSG00000171557	4;4;4;4;4;4	155525286;155527857;155529618;155530782;155532388;155533684	155526218;155528134;155529802;155531349;155533587;155534119	-;-;-;-;-;-	3600	FGG
ENSG00000171657	X;X;X	41583408;41586026;41586246	41583542;41586096;41589388	+;+;+	3349	GPR82
ENSG00000171659	X;X;X	41548226;41548996;41554808	41548337;41549088;41556526	+;+;+	1924	GPR34
ENSG00000171703	20;20;20;20;20;20;20;20;20;20;20	62681189;62688646;62693783;62694497;62694834;62696903;62698268;62699400;62700714;62701118;62703211	62681405;62689004;62694220;62694737;62695705;62697891;62698373;62699487;62700844;62701988;62703700	+;+;+;+;+;+;+;+;+;+;+	4802	TCEA2
ENSG00000171791	18;18;18	60790579;60829079;60985135	60795992;60829102;60987361	-;-;-	7665	BCL2
ENSG00000171848	2;2;2;2;2;2;2;2;2	10262455;10263298;10263863;10264844;10266639;10267214;10268975;10269168;10269361	10263184;10263839;10264244;10265005;10267096;10267488;10269079;10269282;10271545	+;+;+;+;+;+;+;+;+	4954	RRM2
ENSG00000171992	5;5;5;5;5;5;5	149980642;149997206;149997665;150004277;150020220;150027506;150035966	149980750;149997247;149998329;150004415;150020416;150033794;150038782	+;+;+;+;+;+;+	10258	SYNPO
ENSG00000172005	2;2;2;2;2	95691422;95710041;95713704;95715326;95719126	95691630;95710378;95713871;95715451;95719737	+;+;+;+;+	1453	MAL
ENSG00000172061	3;3;3	194075976;194084085;194090390	194081775;194084141;194090472	-;-;-	5940	LRRC15
ENSG00000172116	2;2;2;2;2;2;2;2;2	87042462;87049444;87068705;87071755;87072045;87073807;87080120;87085180;87088946	87042841;87049497;87069442;87071767;87072081;87073896;87080209;87085539;87089047	-;-;-;-;-;-;-;-;-	1864	CD8B
