Geneid	Chr	Start	End	Strand	Length	SYMBOL
ENSG00000139193	12;12;12;12;12;12	6554033;6554518;6559339;6559707;6560061;6560434	6554397;6554721;6559518;6559796;6560180;6560884	+;+;+;+;+;+	1410	CD27
ENSG00000140030	14;14	88471468;88476733	88471566;88478419	+;+	1786	GPR65
ENSG00000140287	15;15;15;15;15;15;15;15;15;15;15	50534144;50535340;50540442;50544627;50544809;50545923;50546727;50549622;50550601;50555432;50557790	50535203;50535441;50540540;50544717;50545863;50546470;50546861;50549744;50550714;50555626;50558223	-;-;-;-;-;-;-;-;-;-;-	3956	HDC
ENSG00000140379	15;15;15	80253231;80259979;80263042	80253516;80260034;80263788	-;-;-	1089	BCL2A1
ENSG00000140749	16;16;16;16;16;16	21652609;21654395;21654869;21655611;21657707;21663853	21652914;21654475;21654919;21655717;21658813;21663981	-;-;-;-;-;-	1781	IGSF6
ENSG00000140968	16;16;16;16;16;16;16;16;16;16;16	85932409;85934534;85936295;85942594;85945176;85946737;85947580;85947919;85952023;85953715;85954712	85932829;85934852;85937137;85943488;85945264;85946918;85947777;85948126;85952409;85953830;85956215	+;+;+;+;+;+;+;+;+;+;+	5162	IRF8
ENSG00000141293	17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17	46210802;46213837;46214300;46239831;46247971;46257416;46259756;46262085;46265205;46266785;46309189;46326249;46423267;46441151;46474042;46507437	46211178;46213922;46214699;46240032;46248021;46257610;46259819;46262541;46265288;46266862;46309264;46326391;46423368;46441176;46474147;46507637	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2648	SKAP1
ENSG00000141505	17;17;17;17;17	7076750;7077457;7077693;7079933;7080300	7077386;7077608;7077779;7080220;7082883	-;-;-;-;-	3748	ASGR1
ENSG00000141655	18;18;18;18;18;18;18;18;18;18;18	59992520;60003547;60015401;60017045;60021624;60025136;60027188;60028913;60033941;60035934;60051984	59992660;60004019;60015482;60017170;60021767;60025574;60027282;60029026;60033993;60036717;60058516	+;+;+;+;+;+;+;+;+;+;+	8984	TNFRSF11A
ENSG00000142102	11;11;11;11;11;11;11;11;11	289135;289559;290390;292546;292886;293830;294099;294267;294556	289239;290075;292095;292677;293727;293925;294196;294478;296107	+;+;+;+;+;+;+;+;+	5260	ATHL1
ENSG00000142178	21;21;21;21;21;21;21;21;21;21;21;21;21	44834395;44837423;44838140;44838901;44839233;44839739;44840114;44840890;44841123;44841518;44845287;44845903;44846890	44836997;44837654;44838421;44839117;44839358;44839885;44840337;44841013;44841247;44841917;44845403;44846072;44847008	-;-;-;-;-;-;-;-;-;-;-;-;-	4886	SIK1
ENSG00000143839	1;1;1;1;1;1;1;1;1;1	204123944;204124948;204125306;204125805;204126489;204128527;204129688;204130420;204131141;204135324	204124305;204125046;204125447;204125924;204126497;204128723;204129806;204130543;204131291;204135465	-;-;-;-;-;-;-;-;-;-	1465	REN
ENSG00000144724	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	61547243;61734552;61754968;61975299;61989023;62063837;62118276;62142741;62153645;62177143;62180736;62187179;62188847;62203257;62204525;62216899;62229250;62240799;62248473;62253085;62253360;62254710;62257058;62258621;62259373;62261548;62262647;62263226;62267238;62268402;62278096;62278836	61548046;61736723;61757069;61975478;61989171;62063932;62118342;62142898;62153837;62177327;62180844;62187228;62189624;62203551;62204657;62216985;62229572;62240890;62249140;62253167;62253494;62254844;62257230;62258756;62259519;62261641;62262723;62263354;62267384;62268544;62278231;62283288	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14629	PTPRG
ENSG00000144837	3;3;3;3;3;3;3;3;3;3;3;3;3;3	119316689;119317432;119319118;119325621;119327617;119328315;119331864;119334859;119336866;119338410;119338923;119343971;119347548;119348231	119316833;119317473;119319251;119325944;119327794;119328423;119331965;119334948;119337033;119338499;119339040;119344079;119347712;119348658	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2202	PLA1A
ENSG00000145088	3;3;3;3;3;3;3;3;3;3	121554030;121555036;121555492;121556271;121563300;121573534;121575858;121591384;121591836;121605189	121554238;121555103;121555641;121556623;121563394;121573670;121576003;121591635;121592010;121605373	+;+;+;+;+;+;+;+;+;+	1770	EAF2
ENSG00000145649	5;5;5;5;5	54398476;54401302;54403622;54403953;54405849	54398580;54401446;54403763;54404222;54406080	+;+;+;+;+	894	GZMA
ENSG00000145839	5;5;5;5;5	135227935;135229709;135231129;135231244;135231392	135228199;135229840;135231161;135231279;135231516	-;-;-;-;-	591	IL9
ENSG00000146070	6;6;6;6;6;6;6;6;6;6;6;6;6	46671938;46672890;46675728;46677064;46677401;46679233;46680006;46682197;46684121;46684712;46690520;46702917;46703287	46672433;46673038;46675898;46677155;46678395;46679356;46680074;46682290;46684265;46684833;46690662;46703137;46703430	-;-;-;-;-;-;-;-;-;-;-;-;-	2965	PLA2G7
ENSG00000146592	7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7	28338940;28448954;28449277;28452144;28475234;28527793;28530748;28534524;28547234;28553082;28609983;28648678;28725598;28758370;28763839;28766298;28788912;28818562;28843816;28848804;28857688;28858378;28858733	28339060;28449042;28450389;28452536;28475307;28527864;28530881;28534617;28547355;28553456;28610155;28648737;28725814;28758496;28764293;28766348;28789162;28818845;28844139;28849031;28857796;28858406;28865511	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11674	CREB5
ENSG00000146904	7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7	143087382;143088191;143088713;143090764;143091287;143091900;143092214;143092412;143093478;143094397;143094574;143095013;143095414;143096351;143096744;143097919;143104704;143105817	143087738;143088628;143088868;143090957;143091436;143092107;143092275;143092694;143093774;143094455;143094750;143095163;143096038;143096506;143097146;143098698;143104771;143105985	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4733	EPHA1
ENSG00000147119	X;X	46433219;46457195	46434858;46457843	+;+	2289	CHST7
ENSG00000147231	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	105855160;105865881;105868320;105875855;105876162;105876360;105879773;105880990;105881770;105882524;105883685;105891543;105905245;105912393;105921358	105855953;105866023;105868512;105875963;105876253;105876482;105879877;105881635;105881908;105882917;105883951;105891616;105905535;105912560;105922672	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4853	CXorf57
ENSG00000148600	10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10	85954410;85955250;85956261;85957542;85958788;85960357;85961563;85962736;85964283;85965583;85967930;85968485;85970757;85971404;85971935;85972633;85973838;85978835	85954571;85955345;85956406;85957592;85958877;85960443;85961676;85962879;85964361;85965683;85968133;85968637;85970921;85971471;85972163;85973104;85977122;85979377	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6189	CDHR1
ENSG00000149516	11;11;11;11;11;11;11;11	59824060;59828405;59828963;59829941;59831735;59834424;59837004;59837677	59824213;59828789;59829027;59830142;59831791;59834585;59837148;59838601	+;+;+;+;+;+;+;+	2095	MS4A3
ENSG00000149527	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2357419;2361777;2398898;2407754;2409915;2410529;2411622;2415887;2418346;2418612;2419037;2420646;2421199;2422631;2426295;2426927;2428046;2428267;2428941;2429221;2430523;2431080	2357476;2362068;2399101;2408151;2410061;2411417;2411751;2416057;2418439;2418815;2419157;2420817;2421306;2422774;2426387;2427009;2428143;2428449;2429048;2430267;2430669;2436969	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10781	PLCH2
ENSG00000149534	11;11;11;11;11;11;11	59855734;59856137;59857165;59857809;59860265;59860873;59863031	59856134;59856294;59857294;59857943;59860321;59861535;59863444	+;+;+;+;+;+;+	1958	MS4A2
ENSG00000150045	12;12;12;12;12;12	9980077;9984912;9985899;9994408;9994901;9997017	9980225;9985010;9986048;9994550;9995032;9997606	+;+;+;+;+;+	1263	KLRF1
ENSG00000150540	2;2;2;2;2;2;2;2;2;2;2;2;2	138721590;138721880;138724667;138725081;138727735;138738786;138746135;138749386;138758488;138759634;138759854;138762702;138771345	138721727;138722198;138725014;138725211;138727787;138739248;138746305;138749504;138758595;138759764;138759944;138762795;138773930	+;+;+;+;+;+;+;+;+;+;+;+;+	4752	HNMT
ENSG00000150636	18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18	66382446;66383765;66385241;66401969;66420533;66465317;66465652;66490603;66503986;66505943;66506196;66513550;66541906;66564456;66678171;66721267	66382848;66383831;66385367;66402003;66422236;66465418;66465689;66490653;66504606;66506163;66506238;66513658;66542202;66565030;66678461;66722426	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5844	CCDC102B
ENSG00000150967	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	123405498;123409072;123413541;123415873;123419819;123423996;123425354;123428938;123430572;123432023;123433171;123434335;123434998;123436023;123444182;123450834;123457590;123459062;123459262;123463445	123405590;123409357;123414727;123416875;123419978;123424831;123425542;123429249;123431024;123433118;123433859;123434465;123435552;123437631;123444869;123451056;123457705;123459229;123459752;123466196	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13037	ABCB9
ENSG00000151474	10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10	13685706;13693903;13696416;13698636;13701323;13702316;13705453;13708097;13712406;13716911;13734169;13743340;13749037;13779844;13782194;13782512;13789736;13803647;13804624;13824922;13838496;13852814;13900847;14013656;14050059;14124946;14139009;14368174;14372057;14372596;14430680;14504067	13689035;13693974;13696526;13699522;13701490;13702553;13705509;13708325;13712528;13717044;13736039;13743478;13749757;13779930;13782251;13782577;13789819;13803669;13804680;13825006;13838588;13852908;13900912;14014369;14050532;14125812;14139137;14368982;14372182;14372883;14430902;14504141	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	12499	FRMD4A
ENSG00000152256	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	173420101;173420697;173421293;173423436;173426948;173427469;173428780;173429231;173429706;173431584;173433469;173435313;173451006;173457663;173460557;173486152;173488764;173489788	173420447;173421074;173421355;173423577;173427019;173427528;173428858;173429415;173429801;173431661;173433545;173435552;173451116;173457776;173473397;173486230;173488880;173489823	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15115	PDK1
ENSG00000152518	2;2	43449541;43453404	43452891;43453748	-;-	3696	ZFP36L2
ENSG00000152689	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	33661391;33672887;33683113;33701295;33706250;33718121;33736777;33738942;33740077;33741609;33745019;33745620;33747022;33748946;33749497;33752204;33755930;33756792;33764161;33768579;33774671;33780598;33783278;33783739;33787796	33661658;33673010;33683197;33701774;33708003;33718239;33736909;33739086;33740273;33741855;33745081;33745751;33747169;33749119;33749615;33752479;33756011;33759467;33765248;33768694;33774818;33780634;33783403;33784097;33789817	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11118	RASGRP3
ENSG00000152804	10;10;10;10	94447945;94450843;94452459;94454304	94450104;94452303;94452509;94455403	+;+;+;+	4772	HHEX
ENSG00000153064	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	102332443;102333336;102341118;102343790;102348718;102590560;102592230;102642521;102711764;102734983;102750965;102776192;102783683;102791662;102816462;102839150;102903020;102942671;102946358;102951117;102964996;102981368;102982573;102992432;102993502;102994841;102995162	102332593;102333506;102341254;102343815;102348797;102590680;102592318;102642590;102712107;102735095;102751363;102776346;102783821;102791801;102816567;102839346;102903101;102942749;102946666;102951422;102965064;102981546;102984295;102992461;102993557;102994905;102995969	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6144	BANK1
ENSG00000153283	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	111011566;111083360;111084629;111260782;111260856;111263893;111286370;111296349;111297874;111304170;111316967;111319573;111325547;111342601;111343180;111356043;111356926;111366390;111368545;111384374	111011732;111083449;111084765;111260850;111261156;111264249;111286494;111296396;111298306;111304225;111317057;111319761;111325925;111342669;111343251;111356108;111357015;111366513;111371219;111384597	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5762	CD96
ENSG00000153563	2;2;2;2;2;2;2;2;2	87011729;87015653;87016446;87016763;87017451;87017900;87028634;87034570;87035242	87013094;87015683;87016556;87016873;87017804;87018803;87028780;87034905;87035519	-;-;-;-;-;-;-;-;-	3638	CD8A
ENSG00000153923	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	87099956;87101283;87101639;87102483;87104541;87108227;87109548;87111660;87112846;87113000;87113463;87113988;87114817;87115841;87117328;87120090	87100135;87101423;87101786;87102591;87104718;87108451;87109772;87111837;87112905;87113100;87113686;87114258;87114981;87116080;87117349;87121059	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3437	CLCA3P
ENSG00000154162	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	21750782;21755700;21760667;21765087;21783467;21802276;21817054;21842270;21854780;21889694;21975200;22078555;22172450;22212311;22212607;22213665;22278120;22405366;22505379;22638807;22853167	21752345;21755951;21760784;21765208;21783603;21802529;21817241;21842437;21854899;21889956;21975494;22078971;22172621;22212597;22212878;22213859;22278171;22405460;22505473;22639103;22853731	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5928	CDH12
ENSG00000154764	3;3;3;3;3;3;3	13857755;13896029;13905165;13916443;13917401;13918467;13921243	13860920;13896300;13905398;13916670;13917452;13918717;13921618	-;-;-;-;-;-;-	4579	WNT7A
ENSG00000154839	18;18;18;18;18;18;18	47901365;47902190;47906496;47908499;47911586;47917494;47918469	47901609;47902288;47906620;47908596;47911723;47917663;47920543	+;+;+;+;+;+;+	2950	SKA1
ENSG00000155307	21;21;21;21;21;21;21;21;21;21;21;21	15857549;15868021;15870763;15872850;15882631;15884765;15889213;15893471;15895592;15918526;15954457;15955641	15858435;15868724;15870913;15873056;15882782;15884894;15889362;15893542;15895715;15918664;15954809;15955723	-;-;-;-;-;-;-;-;-;-;-;-	3152	SAMSN1
ENSG00000155962	X;X;X;X;X;X;X;X	154505500;154508100;154508438;154509251;154528098;154528349;154538885;154563680	154507353;154508219;154508619;154509357;154528223;154528458;154538938;154563966	-;-;-;-;-;-;-;-	2840	CLIC2
ENSG00000156140	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	73146686;73154468;73156572;73161371;73163942;73169634;73171704;73175114;73176765;73177829;73178008;73179394;73181575;73184289;73185049;73185575;73186431;73188731;73205211;73280532;73307393;73414195;73433091;73433737;73434411	73149421;73154585;73156779;73161503;73164159;73169797;73171784;73175237;73176898;73177972;73178183;73179539;73181688;73184421;73185192;73185680;73186587;73188814;73205410;73280688;73307933;73414601;73433118;73433762;73434516	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6585	ADAMTS3
ENSG00000156234	4;4;4;4;4	78432907;78526978;78528857;78531768;78532142	78432942;78527083;78528989;78532076;78532988	+;+;+;+;+	1431	CXCL13
ENSG00000156738	11;11;11;11;11;11;11;11;11	60223225;60225522;60228545;60229654;60230475;60231235;60233233;60234070;60235723	60223418;60225681;60228633;60230006;60230594;60231817;60233630;60234533;60238233	+;+;+;+;+;+;+;+;+	4872	MS4A1
ENSG00000157764	7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7	140419127;140434279;140439612;140447166;140449087;140453075;140453987;140476712;140477791;140481376;140482821;140487348;140494108;140500162;140501212;140507760;140508037;140508692;140533861;140549911;140624366	140426316;140434570;140439746;140447247;140449218;140453193;140454033;140476888;140477875;140481493;140482957;140487384;140494267;140500281;140501360;140507862;140508116;140508795;140534672;140550012;140624564	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10380	BRAF
ENSG00000158050	2;2;2;2	96808905;96809893;96810500;96810706	96809776;96810356;96810621;96811179	-;-;-;-	1932	DUSP2
ENSG00000158473	1;1;1;1;1;1;1	158149737;158150609;158151245;158151822;158152668;158153726;158153919	158149952;158150952;158151511;158152100;158152946;158153825;158154686	+;+;+;+;+;+;+	2253	CD1D
ENSG00000158477	1;1;1;1;1;1	158223927;158224874;158225794;158226576;158227211;158227471	158224517;158225140;158226072;158226854;158227301;158228059	+;+;+;+;+;+	2096	CD1A
ENSG00000158481	1;1;1;1;1;1	158259576;158260924;158261874;158262386;158263002;158263245	158259915;158261190;158262155;158262664;158263092;158263420	+;+;+;+;+;+	1435	CD1C
ENSG00000158485	1;1;1;1;1;1	158297741;158298711;158299160;158299642;158300586;158301153	158298047;158298804;158299438;158299920;158300852;158301321	-;-;-;-;-;-	1395	CD1B
ENSG00000158488	1;1;1;1;1;1;1	158323254;158323486;158323970;158324167;158325090;158325617;158326518	158323316;158323836;158324055;158324463;158325359;158326490;158327343	+;+;+;+;+;+;+	2767	CD1E
ENSG00000158714	1;1;1;1;1	159796540;159799656;159802666;159803052;159804974	159796728;159799982;159802971;159803159;159807039	+;+;+;+;+	2996	SLAMF8
ENSG00000158825	1;1;1;1	20915441;20931421;20940335;20944945	20915776;20931532;20940392;20945401	+;+;+;+	963	CDA
ENSG00000159023	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	29213603;29220253;29241091;29313943;29315868;29319842;29323727;29338377;29342204;29344736;29356912;29359605;29362338;29365766;29379616;29385101;29385323;29386934;29391469;29422744;29435848;29438880;29442211;29443331	29213722;29220349;29241280;29314417;29315947;29320054;29323831;29338419;29342279;29344954;29356999;29359757;29362435;29365938;29379824;29385157;29385364;29386996;29391733;29424447;29436250;29438960;29442315;29446553	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8282	EPB41
ENSG00000159339	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	17634690;17657464;17660438;17660819;17662654;17664533;17666183;17668438;17668794;17672523;17674422;17675225;17681028;17682478;17682852;17685333;17685775;17690017	17634809;17657644;17660504;17661291;17662721;17664650;17666308;17668616;17668897;17672634;17674702;17675280;17681182;17682622;17682954;17685403;17685903;17690499	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2971	PADI4
ENSG00000159885	19;19;19;19;19;19;19	44529494;44530178;44531175;44531550;44532359;44535093;44535970	44529630;44530238;44531301;44531642;44532538;44535201;44537265	+;+;+;+;+;+;+	2003	ZNF222
ENSG00000160013	19;19;19	47123725;47125979;47128210	47125078;47128004;47128375	-;-;-	3546	PTGIR
ENSG00000160185	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	43824008;43826417;43829531;43830225;43833133;43833519;43836551;43838510;43846806;43852212;43854942;43857598;43862562;43863422;43864644;43867167	43824167;43826470;43829717;43830697;43833331;43833632;43836720;43838718;43846929;43852311;43855619;43857706;43862706;43863528;43864753;43867791	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3564	UBASH3A
ENSG00000160326	9;9;9;9;9;9;9;9	136336217;136338227;136338537;136340083;136340522;136341355;136342157;136343376	136337298;136338372;136339210;136340235;136340733;136341536;136342363;136344259	-;-;-;-;-;-;-;-	3540	SLC2A6
ENSG00000160654	11;11;11;11;11;11	118215059;118219742;118221267;118222343;118223119;118223834	118215193;118220913;118221624;118222386;118223202;118225876	+;+;+;+;+;+	3836	CD3G
ENSG00000160683	11;11	118754475;118764305	118754701;118768508	+;+	4431	CXCR5
ENSG00000160791	3;3;3	46411633;46412191;46414161	46411689;46412479;46417697	+;+;+	3883	CCR5
ENSG00000160883	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	176307870;176308303;176308693;176308945;176310771;176311040;176314003;176314202;176314452;176315333;176315710;176316382;176316646;176317636;176317823;176318038;176318389;176323065;176326268	176308218;176308536;176308873;176309155;176310870;176311135;176314122;176314338;176314747;176315648;176315865;176316565;176316745;176317731;176317942;176318280;176318551;176323186;176326333	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3290	HK3
ENSG00000161570	17;17;17;17;17	34198495;34202565;34205532;34207234;34207733	34199468;34202646;34205643;34207512;34207797	-;-;-;-;-	1512	CCL5
ENSG00000161905	17;17;17;17;17;17;17;17;17;17;17;17;17;17	4534197;4535184;4535476;4536156;4536441;4536709;4539054;4540410;4541512;4541876;4542145;4542725;4544812;4545518	4535074;4535351;4535576;4536277;4536610;4536795;4539263;4540553;4541672;4541979;4542459;4543177;4545230;4545589	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3404	ALOX15
ENSG00000161944	17;17;17;17;17;17;17;17;17;17;17;17	7004641;7005409;7010319;7010550;7010821;7011781;7012076;7017436;7017934;7018266;7018373;7018960	7005059;7005515;7010470;7010636;7011226;7011876;7012207;7017717;7018144;7018334;7018841;7019019	-;-;-;-;-;-;-;-;-;-;-;-	2490	ASGR2
ENSG00000162068	16;16;16;16;16;16	2521500;2522702;2522986;2523269;2523430;2523757	2522630;2522890;2523135;2523319;2523504;2524146	+;+;+;+;+;+	1986	NTN3
ENSG00000162373	1;1;1;1;1;1	49193195;49201911;49208295;49224572;49226720;49242278	49193715;49202124;49208443;49225038;49227142;49242641	-;-;-;-;-;-	2138	BEND5
ENSG00000162676	1;1;1;1;1;1;1;1;1;1	92940319;92944145;92945905;92946158;92948421;92948930;92949292;92950003;92951571;92952283	92941764;92944310;92946042;92946645;92948603;92949143;92949511;92950239;92951628;92952433	-;-;-;-;-;-;-;-;-;-	3301	GFI1
ENSG00000162711	1;1;1;1;1;1;1;1;1;1	247579458;247581351;247586532;247587149;247592887;247597405;247599272;247607209;247607953;247611707	247579495;247582379;247586651;247589094;247593057;247597575;247599442;247607444;247608123;247612410	+;+;+;+;+;+;+;+;+;+	4757	NLRP3
ENSG00000162747	1;1;1;1;1;1	161592986;161595935;161599568;161600564;161600845;161601676	161594429;161596192;161600178;161600822;161601158;161601753	-;-;-;-;-;-	2964	FCGR3B
ENSG00000162894	1;1;1;1;1;1;1;1;1;1	207077731;207082807;207083070;207083555;207085075;207086274;207086977;207094686;207095163;207096492	207078492;207082865;207083290;207083685;207085297;207086387;207087439;207094778;207095343;207096592	-;-;-;-;-;-;-;-;-;-	2348	FAIM3
ENSG00000163106	4;4;4;4;4;4;4	95219686;95223297;95224914;95229785;95239024;95255332;95263946	95220795;95223395;95225072;95229894;95239116;95255789;95264027	-;-;-;-;-;-;-	2111	HPGDS
ENSG00000163221	1;1;1	153346184;153346931;153348028	153346443;153347088;153348125	-;-;-	516	S100A12
ENSG00000163346	1;1;1;1;1;1;1;1;1;1	154916552;154918048;154919574;154920118;154920458;154920609;154923705;154923947;154926147;154928545	154917593;154919279;154920024;154920188;154920481;154920877;154923873;154924397;154926233;154928599	-;-;-;-;-;-;-;-;-;-	3851	PBXIP1
ENSG00000163464	2;2	219027568;219031631	219029967;219031718	-;-	2488	CXCR1
ENSG00000163519	3;3;3;3;3;3	108541545;108549517;108557781;108565915;108568013;108572467	108541781;108549627;108558172;108566227;108568101;108573852	+;+;+;+;+;+	2528	TRAT1
ENSG00000163563	1;1;1;1;1;1;1	158801107;158811924;158813069;158813745;158815377;158817518;158818980	158801347;158812513;158813205;158813912;158815793;158817706;158819296	+;+;+;+;+;+;+	2059	MNDA
ENSG00000163568	1;1;1;1;1;1;1;1;1;1;1	159032274;159033276;159035700;159038358;159043028;159046423;159092029;159093310;159102033;159110221;159116800	159032508;159033464;159036119;159038491;159043309;159046691;159092167;159093371;159102146;159110298;159116886	-;-;-;-;-;-;-;-;-;-;-	2009	AIM2
ENSG00000163599	2;2;2;2;2	204732509;204734955;204735309;204736101;204737431	204732774;204735097;204735656;204736210;204738683	+;+;+;+;+	2120	CTLA4
ENSG00000163600	2;2;2;2;2	204801471;204820359;204821382;204822522;204824309	204801595;204820694;204821488;204822606;204826300	+;+;+;+;+	2645	ICOS
ENSG00000163666	3;3;3;3;3	57231944;57232419;57232781;57233790;57260324	57232323;57232520;57232980;57234056;57260549	-;-;-;-;-	1175	HESX1
ENSG00000163734	4	74902306	74904524	-	2219	CXCL3
ENSG00000163735	4;4;4;4	74861359;74863729;74863923;74864190	74863372;74863812;74864055;74864496	-;-;-;-	2538	CXCL5
ENSG00000163736	4;4;4	74852755;74853234;74853673	74853091;74853369;74853914	-;-;-	715	PPBP
ENSG00000163751	3;3;3;3;3;3;3;3;3;3;3	148583043;148583260;148586702;148596228;148596434;148597575;148599256;148600292;148601400;148603880;148614307	148583162;148583335;148586826;148596330;148596535;148597676;148599419;148600382;148601602;148603964;148614983	+;+;+;+;+;+;+;+;+;+;+	1848	CPA3
ENSG00000164045	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	48198636;48200834;48205797;48207126;48207321;48209336;48215774;48218856;48219344;48222211;48224419;48225290;48226143;48228193;48229268;48229860	48200575;48200945;48205927;48207224;48207383;48209434;48216243;48218932;48219478;48222330;48224520;48225326;48226185;48228269;48229846;48229892	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4117	CDC25A
ENSG00000164047	3;3;3;3	48264837;48265844;48266093;48266783	48265202;48265951;48266164;48266981	+;+;+;+	745	CAMP
ENSG00000164114	4;4;4;4;4;4;4;4;4;4;4;4;4;4;4	156263810;156270823;156273748;156274064;156274331;156276223;156276868;156278601;156281320;156283200;156289318;156294148;156296089;156296928;156297528	156269057;156271391;156273880;156274209;156274492;156276312;156277036;156278671;156281567;156283293;156289964;156294608;156296173;156297066;156298122	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8857	MAP9
ENSG00000164125	4;4;4;4;4;4;4;4	159045626;159051938;159076763;159080668;159088329;159089506;159093491;159094020	159048766;159052164;159076977;159080833;159088364;159092751;159093888;159094470	-;-;-;-;-;-;-;-	7880	FAM198B
ENSG00000164399	5;5;5;5;5	131396222;131396660;131398005;131398219;131398362	131396561;131396701;131398094;131398260;131398897	+;+;+;+;+	1050	IL3
ENSG00000164400	5;5;5;5	131409483;131409774;131410503;131411438	131409675;131409815;131410628;131411859	+;+;+;+	783	CSF2
ENSG00000164402	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	132086509;132089871;132091697;132096494;132096825;132097150;132097492;132098176;132099398;132099653;132101101;132109615;132111427;132112800;132113368;132113777;132142758	132087873;132090212;132094699;132096684;132096957;132097318;132097588;132098337;132099584;132100111;132101221;132109904;132111658;132113113;132113701;132113908;132142933	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7707	SEPT8
ENSG00000164512	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	55395507;55398321;55406945;55410030;55412442;55422749;55439610;55452773;55455660;55456615;55466521;55471979;55479339;55528683;55529068	55396131;55398413;55407609;55410127;55412778;55422933;55439756;55452822;55455720;55456756;55466630;55472109;55479461;55528773;55529186	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2977	ANKRD55
ENSG00000164821	8;8;8	6793344;6794250;6795748	6793663;6794433;6795860	-;-;-	617	DEFA4
